"Date: 2024-05-18+0000"
"Version: 7.1"
"Status: 
0 Normal
1 Completed
2 Archived"
"Folder Name","List Name","Title","Kind","Tags","Content","Is Check list","Start Date","Due Date","Reminder","Repeat","Priority","Status","Created Time","Completed Time","Order","Timezone","Is All Day","Is Floating","Column Name","Column Order","View Mode","taskId","parentId"
"","To Do","Stereo receiver? [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:27+0000","78065325572096","America/Chicago","false","false",,,"list","281",""
"","To Do","Bad Boys [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:27+0000","78615081385984","America/Chicago","false","false",,,"list","282",""
"","To Do","CB fan club [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:28+0000","79164837199872","America/Chicago","false","false",,,"list","283",""
"","To Do","Wrap saa cert [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:28+0000","79714593013760","America/Chicago","false","false",,,"list","284",""
"","To Do","smarthome [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:28+0000","80264348827648","America/Chicago","false","false",,,"list","285",""
"","To Do","1 Apple TV [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:28+0000","80814104641536","America/Chicago","false","false",,,"list","286",""
"","To Do","Standing desk warranty [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","2023-08-22T05:00:00+0000","2023-08-22T05:00:00+0000","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:29+0000","81363860455424","America/Chicago","true","false",,,"list","287",""
"","To Do","Report fraud charges [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:29+0000","81913616269312","America/Chicago","false","false",,,"list","288",""
"","To Do","Student loans [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:29+0000","82463372083200","America/Chicago","false","false",,,"list","289",""
"","To Do","amcrest homekit integration [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:29+0000","83013127897088","America/Chicago","false","false",,,"list","290",""
"","To Do","Beau is afraid [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:30+0000","83562883710976","America/Chicago","false","false",,,"list","291",""
"","To Do","Ryan $30 [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","2024-03-21T05:00:00+0000","2024-03-21T05:00:00+0000","","","0","2","2024-03-18T12:09:20+0000","2024-05-18T06:12:30+0000","84112639524864","America/Chicago","true","false",,,"list","292",""
"","To Do","Couch cover [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","2024-03-23T05:00:00+0000","2024-03-23T05:00:00+0000","","","0","2","2024-03-23T17:26:55+0000","2024-05-18T06:12:30+0000","84662395338752","America/Chicago","true","false",,,"list","293",""
"","To Do","Floor [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","2024-03-23T05:00:00+0000","2024-03-23T05:00:00+0000","","","0","2","2024-03-23T17:26:59+0000","2024-05-18T06:12:31+0000","85212151152640","America/Chicago","true","false",,,"list","294",""
"","To Do","Garbages [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","2024-03-23T05:00:00+0000","2024-03-23T05:00:00+0000","","","0","2","2024-03-23T17:27:06+0000","2024-05-18T06:12:31+0000","85761906966528","America/Chicago","true","false",,,"list","295",""
"","To Do","DVI adapter [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","2024-03-26T21:40:00+0000","2024-03-26T21:40:00+0000","PT0S","","0","2","2024-03-26T21:10:13+0000","2024-05-18T06:12:31+0000","86311662780416","America/Chicago","false","false",,,"list","296",""
"","To Do","Caterpillar, secure network machinery, proving grounds [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","0","2024-03-27T22:03:42+0000","","86861418594304","America/Chicago","false","false",,,"list","297",""
"","To Do","Aunt catalog [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","0","2024-04-03T19:42:02+0000","","87411174408192","America/Chicago","false","false",,,"list","298",""
"","To Do","fix amphet [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","0","2024-04-10T15:18:58+0000","","87960930222080","America/Chicago","false","false",,,"list","299",""
"","To Do","obsidian size [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","0","2024-04-10T15:20:44+0000","","88510686035968","America/Chicago","false","false",,,"list","300",""
"","To Do","Steps reporter [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","0","2024-04-10T18:53:21+0000","","89060441849856","America/Chicago","false","false",,,"list","301",""
"","To Do","delete third-party keyboards from iPad and phone [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","0","2024-04-13T15:43:07+0000","","89610197663744","America/Chicago","false","false",,,"list","302",""
"","To Do","Firebase for KippBurroughs.com [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","0","2024-04-13T16:14:09+0000","","90159953477632","America/Chicago","false","false",,,"list","303",""
"","To Do","Firebase for Justice-Page.com [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","0","2024-04-13T16:14:26+0000","","90709709291520","America/Chicago","false","false",,,"list","304",""
"","To Do","make macos BTT video tonight [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","0","2024-04-13T18:24:27+0000","","91259465105408","America/Chicago","false","false",,,"list","305",""
"","To Do","look into icc training  think [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","0","2024-04-14T00:35:53+0000","","91809220919296","America/Chicago","false","false",,,"list","306",""
"","To Do","apple TV for Michelle [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","0","2024-04-14T00:36:11+0000","","92358976733184","America/Chicago","false","false",,,"list","307",""
"","To Do","write a script and alfred cmd that restarts Obsidian [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","0","2024-04-14T04:20:17+0000","","92908732547072","America/Chicago","false","false",,,"list","308",""
"","To Do","ChatGPT mod application [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","0","2024-04-14T06:47:30+0000","","93458488360960","America/Chicago","false","false",,,"list","309",""
